EOM_DT,CUSIP,SEC_SYM,MF_FAM_DESC,MF_NM,MF_CLASS,EXISTS_ON_MSTA,CHANNEL,ACCT_TYP,PROGRAM,LEGACY_PROGRAM,RTMT_ACCT_TYP,TRADE_SIDE,EXCHANGE_IND,GROSS_AMOUNT,NET_ORIG_AMOUNT,NET_AMOUNT,TRD_CNT,Is_it_a_MF,Rec,ACL,Fund_ID,Brand,Mstar_Cat,US_cat
2025-10-31,0CVS4F8CG,PRGDX,T ROWE PRICE,T ROWE PRICE Bond Fund C,C,Y,FINET,ADVISORY,ADVISORY,PIM,IRA,S,N,1202874.44,-1202874.44,-1202874.44,32,Y,Y,Y,FSINV5AYKJ,T. Rowe Price,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-12-31,2960361I2,FEGTX,JPMORGAN,JPMORGAN Bond Fund A,A,Y,FCCS,BROKERAGE,BROKERAGE,FC/QC,SIM,S,Y,2951069.93,-2951069.93,-2951069.93,7,Y,N,Y,FSCAP0TE0V,JPMorgan,US Fund Multisector Bond,US Fund Multisector Bond
2026-02-28,V1V93KMKZ,DBBHX,PIMCO,PIMCO Allocation Fund A,A,Y,WBS,ADVISORY,ADVISORY,ASSET ADVISOR,SEP,S,N,4598829.28,-4598829.28,-4598829.28,4,Y,Y,Y,FSC3796172,PIMCO,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-06-30,3NX39RBSV,WWLNX,CAPITAL GROUP,CAPITAL GROUP Growth Fund A,A,Y,PCG,BROKERAGE,BROKERAGE,FUNDSOURCE,SEP,P,N,3397769.69,3397769.69,3397769.69,24,Y,Y,Y,FSINV8R1QP,capital group,US Fund Small Growth,US Fund Small Growth
2025-10-31,8HMBR5XQT,WLWSX,BLACKROCK,BLACKROCK Value Fund C,C,Y,PCG,ADVISORY,ADVISORY,MASTERS,NON-RETIREMENT,P,N,3591818.54,3591818.54,3591818.54,34,Y,Y,Y,FSINVHB0YI,BlackRock,US Fund Large Value,US Fund Large Value
2026-03-31,EAL2W37D4,GPNKX,FIDELITY,FIDELITY Blend Fund C,C,Y,FINET,BROKERAGE,BROKERAGE,CUSTOMCHOICE,QP,S,N,1125506.81,-1125506.81,-1125506.81,8,Y,Y,Y,FSUSAVKKPF,Fidelity,US Fund Large Blend,US Fund Large Blend
2025-11-30,O4KH2VLPY,NUYTX,PIMCO,PIMCO Blend Fund A,A,N,PCG,BROKERAGE,BROKERAGE,PIM,IRA,P,N,4743644.33,4743644.33,4743644.33,14,Y,Y,N,FSINVNDQ6K,PIMCO,US Fund Small Blend,US Fund Small Blend
2025-11-30,O4KH2VLPY,NUYTX,PIMCO,PIMCO Blend Fund A,A,Y,WFAS,ADVISORY,ADVISORY,CUSTOMCHOICE,NON-RETIREMENT,S,N,3718324.52,-3718324.52,-3718324.52,36,Y,Y,Y,FSINVNDQ6K,PIMCO,US Fund Small Blend,US Fund Small Blend
2025-08-31,TC89K8YQK,ZWCJX,LORD ABBETT,LORD ABBETT Bond Fund A,A,Y,PCG,ADVISORY,ADVISORY,CUSTOMCHOICE,QP,P,N,2302816.78,2302816.78,2302816.78,29,Y,Y,Y,FSC2646842,Lord Abbett,US Fund High Yield Bond,US Fund High Yield Bond
2025-12-31,QJIDKNWI5,EIPIX,JPMORGAN,JPMORGAN Allocation Fund INST,INST,Y,PCG,ADVISORY,ADVISORY,PIM,IRA,S,N,3645113.83,-3645113.83,-3645113.83,12,Y,N,Y,FSCAPZ4DKB,JPMorgan,US Fund Tactical Allocation,US Fund Tactical Allocation
2025-04-30,OQW9JA2M0,QUTIX,VANGUARD,VANGUARD Growth Fund C,C,Y,FCCS,ADVISORY,ADVISORY,PIM,IRA,P,Y,2774980.29,2774980.29,2774980.29,21,Y,Y,Y,FSCAP2IIZJ,Vanguard,US Fund Large Growth,US Fund Large Growth
2025-11-30,8J5ECRUYF,VYCGX,INVESCO,INVESCO Bond Fund INST,INST,Y,PCG,BROKERAGE,BROKERAGE,FC/QC,SIM,S,N,1361366.97,-1361366.97,-1361366.97,20,Y,Y,Y,FSINV30AHC,Invesco,US Fund High Yield Bond,US Fund High Yield Bond
2026-01-31,8J5ECRUYF,VYCGX,INVESCO,INVESCO Bond Fund INST,INST,Y,WFAS,BROKERAGE,BROKERAGE,CUSTOMCHOICE,SIM,P,Y,2525190.6,2525190.6,2525190.6,4,Y,Y,Y,FSINV30AHC,Invesco,US Fund High Yield Bond,US Fund High Yield Bond
2025-07-31,BSWRPBJEK,WMAQX,JPMORGAN,JPMORGAN Growth Fund INV,INV,Y,PCG,ADVISORY,ADVISORY,CUSTOMCHOICE,SEP,P,N,2727687.57,2727687.57,2727687.57,12,Y,Y,Y,FSINVVT0VG,JPMorgan,US Fund Large Growth,US Fund Large Growth
2026-03-31,4874FRHOC,JZGUX,INVESCO,INVESCO Bond Fund C,C,Y,WBS,BROKERAGE,BROKERAGE,FC/QC,IRA,S,Y,1933984.56,-1933984.56,-1933984.56,37,Y,Y,Y,FSUSAFVJ1Z,Invesco,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-04-30,ST0SX5WVF,ESQXX,CAPITAL GROUP,CAPITAL GROUP Bond Fund INST,INST,Y,FINET,ADVISORY,ADVISORY,PERSONALIZED UMA,SIM,S,N,3001363.19,-3001363.19,-3001363.19,3,Y,Y,Y,FSINV6Z5AS,capital group,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2026-01-31,ZW9XA3KX7,DDCOX,CAPITAL GROUP,CAPITAL GROUP Blend Fund A,A,Y,PCG,ADVISORY,ADVISORY,PIM,IRA,P,Y,2369708.95,2369708.95,2369708.95,43,Y,Y,Y,FSCAPVVD5U,capital group,US Fund Small Blend,US Fund Small Blend
2025-08-31,QVNB4GH2M,WSHAX,NUVEEN,NUVEEN Growth Fund S,S,Y,WBS,BROKERAGE,BROKERAGE,ASSET ADVISOR,QP,P,N,1856886.34,1856886.34,1856886.34,42,Y,Y,Y,FSCAPUT3V8,Nuveen,US Fund Small Growth,US Fund Small Growth
2025-08-31,8HMBR5XQT,WLWSX,BLACKROCK,BLACKROCK Value Fund C,C,Y,FINET,BROKERAGE,BROKERAGE,PERSONALIZED UMA,SIM,P,N,1977441.71,1977441.71,1977441.71,16,Y,N,N,FSINVHB0YI,BlackRock,US Fund Large Value,US Fund Large Value
2025-09-30,2EK3ZEZQA,CGVOX,JPMORGAN,JPMORGAN Allocation Fund A,A,Y,WBS,ADVISORY,ADVISORY,CUSTOMCHOICE,SIM,P,N,707261.35,707261.35,707261.35,25,Y,Y,Y,FSUSAD1XUN,JPMorgan,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-06-30,JH75LXO6Q,GGOGX,MFS,MFS Blend Fund A,A,Y,WFAS,ADVISORY,ADVISORY,PERSONALIZED UMA,SEP,P,Y,1037762.41,1037762.41,1037762.41,3,Y,Y,Y,FSCAPUR81B,MFS,US Fund Small Blend,US Fund Small Blend
2025-11-30,QE3RZSJ49,GOJXX,BLACKROCK,BLACKROCK Allocation Fund INST,INST,Y,PCG,ADVISORY,ADVISORY,PERSONALIZED UMA,SIM,P,N,344703.27,344703.27,344703.27,14,Y,N,Y,FSCAPJJ3ZW,BlackRock,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-07-31,6Q3XLRFCD,XISNX,VANGUARD,VANGUARD Allocation Fund INV,INV,Y,PCG,BROKERAGE,BROKERAGE,MASTERS,QP,S,N,3421146.94,-3421146.94,-3421146.94,39,Y,Y,Y,FSUSAMIGJS,Vanguard,US Fund Tactical Allocation,US Fund Tactical Allocation
2025-05-31,WYJXRPJ1E,LHRMX,INVESCO,INVESCO Bond Fund A,A,Y,FCCS,ADVISORY,ADVISORY,FC/QC,QP,P,N,4208673.71,4208673.71,4208673.71,31,Y,Y,Y,FSCAPRK315,Invesco,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-01-31,V1V93KMKZ,DBBHX,PIMCO,PIMCO Allocation Fund A,A,Y,FINET,BROKERAGE,BROKERAGE,FC/QC,NON-RETIREMENT,P,N,2706647.85,2706647.85,2706647.85,6,Y,Y,Y,FSC3796172,PIMCO,US Fund Moderate Allocation,US Fund Moderate Allocation
2026-01-31,O4KH2VLPY,NUYTX,PIMCO,PIMCO Blend Fund A,A,Y,PCG,BROKERAGE,BROKERAGE,BROKERAGE,SIM,S,N,4939162.33,-4939162.33,-4939162.33,15,Y,Y,Y,FSINVNDQ6K,PIMCO,US Fund Small Blend,US Fund Small Blend
2025-12-31,S0R2SDS8B,UWNLX,AMERICAN FUNDS,AMERICAN FUNDS Bond Fund INST,INST,Y,PCG,ADVISORY,ADVISORY,CUSTOMCHOICE,SEP,S,Y,726197.14,-726197.14,-726197.14,34,Y,Y,Y,FSC0723107,capital group,US Fund High Yield Bond,US Fund High Yield Bond
2026-01-31,KTSG7FXZV,VOVAX,CAPITAL GROUP,CAPITAL GROUP Bond Fund INST,INST,Y,PCG,BROKERAGE,BROKERAGE,PERSONALIZED UMA,QP,S,Y,2002692.53,-2002692.53,-2002692.53,47,Y,Y,Y,FSCAPU9MJ4,capital group,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-10-31,QE3RZSJ49,GOJXX,BLACKROCK,BLACKROCK Allocation Fund INST,INST,Y,WFAS,ADVISORY,ADVISORY,ASSET ADVISOR,SIM,S,Y,3121598.49,-3121598.49,-3121598.49,18,Y,Y,Y,FSCAPJJ3ZW,BlackRock,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-06-30,WYJXRPJ1E,LHRMX,INVESCO,INVESCO Bond Fund A,A,Y,FCCS,BROKERAGE,BROKERAGE,BROKERAGE,SIM,P,N,475056.67,475056.67,475056.67,14,Y,Y,N,FSCAPRK315,Invesco,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-07-31,Y6B2KNFTU,UECWX,VANGUARD,VANGUARD Bond Fund INV,INV,Y,PCG,BROKERAGE,BROKERAGE,PERSONALIZED UMA,SEP,S,N,474017.13,-474017.13,-474017.13,29,Y,N,Y,FSUSAF3MVF,Vanguard,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-07-31,4DPJA1WJ0,OLABX,PIMCO,PIMCO Bond Fund S,S,Y,WBS,BROKERAGE,BROKERAGE,ASSET ADVISOR,QP,P,N,3044207.73,3044207.73,3044207.73,14,Y,Y,Y,FSCAP7M9HW,PIMCO,US Fund Short-Term Bond,US Fund Short-Term Bond
2026-03-31,KTSG7FXZV,VOVAX,CAPITAL GROUP,CAPITAL GROUP Bond Fund INST,INST,Y,PCG,ADVISORY,ADVISORY,FUNDSOURCE,IRA,P,N,1960123.35,1960123.35,1960123.35,28,N,Y,Y,FSCAPU9MJ4,capital group,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-02-28,WJCKJLTEI,SSBKX,FIRST EAGLE,FIRST EAGLE Blend Fund C,C,Y,PCG,ADVISORY,ADVISORY,FUNDSOURCE,IRA,P,N,4012477.4,4012477.4,4012477.4,34,Y,Y,Y,FSC7422675,First Eagle,US Fund Small Blend,US Fund Small Blend
2025-05-31,JSG65KXVF,TOUNX,FIRST EAGLE,FIRST EAGLE Blend Fund INST,INST,Y,FINET,BROKERAGE,BROKERAGE,MASTERS,SEP,S,N,4174051.67,-4174051.67,-4174051.67,22,Y,Y,Y,FSCAP4FGYV,First Eagle,US Fund Small Blend,US Fund Small Blend
2025-11-30,8J5ECRUYF,VYCGX,INVESCO,INVESCO Bond Fund INST,INST,Y,WBS,ADVISORY,ADVISORY,MASTERS,NON-RETIREMENT,P,N,2930189.97,2930189.97,2930189.97,10,Y,Y,N,FSINV30AHC,Invesco,US Fund High Yield Bond,US Fund High Yield Bond
2025-02-28,DK0GET8T6,VGVMX,BLACKROCK,BLACKROCK Bond Fund INST,INST,Y,PCG,BROKERAGE,BROKERAGE,ASSET ADVISOR,SEP,P,N,1362009.15,1362009.15,1362009.15,27,Y,N,Y,FSC6963457,BlackRock,US Fund High Yield Bond,US Fund High Yield Bond
2025-12-31,6VXDP5GJL,LIWHX,FIDELITY,FIDELITY Bond Fund INST,INST,Y,PCG,ADVISORY,ADVISORY,MASTERS,SEP,P,Y,4055584.91,4055584.91,4055584.91,14,Y,Y,Y,FSINVQUXZJ,Fidelity,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-06-30,ZW9XA3KX7,DDCOX,CAPITAL GROUP,CAPITAL GROUP Blend Fund A,A,Y,WFAS,ADVISORY,ADVISORY,PERSONALIZED UMA,QP,P,N,3880016.35,3880016.35,3880016.35,43,Y,N,Y,FSCAPVVD5U,capital group,US Fund Small Blend,US Fund Small Blend
2025-07-31,WK8R2YKCC,LMFPX,DWS FUNDS,DWS FUNDS Bond Fund INST,INST,Y,WBS,ADVISORY,ADVISORY,MASTERS,IRA,S,N,1529616.31,-1529616.31,-1529616.31,48,Y,N,Y,FSCAPNRENH,DWS,US Fund High Yield Bond,US Fund High Yield Bond
2025-08-31,6Q3XLRFCD,XISNX,VANGUARD,VANGUARD Allocation Fund INV,INV,Y,FCCS,BROKERAGE,BROKERAGE,FC/QC,SIM,S,N,4460230.55,-4460230.55,-4460230.55,5,Y,Y,Y,FSUSAMIGJS,Vanguard,US Fund Tactical Allocation,US Fund Tactical Allocation
2026-03-31,C8BBI4WIR,CYMGX,NUVEEN,NUVEEN Blend Fund A,A,Y,FINET,ADVISORY,ADVISORY,MASTERS,IRA,P,N,144399.89,144399.89,144399.89,12,Y,Y,Y,FSUSAGQ1Y8,Nuveen,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-02-28,DMLY4LYK8,VOLIX,BLACKROCK,BLACKROCK Value Fund C,C,Y,WFAS,BROKERAGE,BROKERAGE,BROKERAGE,SIM,S,N,2626290.19,-2626290.19,-2626290.19,16,Y,Y,Y,FSINVW6LMH,BlackRock,US Fund Large Value,US Fund Large Value
2025-02-28,4V30T9NT3,QWPSX,INVESCO,INVESCO Growth Fund C,C,Y,PCG,ADVISORY,ADVISORY,MASTERS,NON-RETIREMENT,S,N,499840.26,-499840.26,-499840.26,43,Y,Y,Y,FSCAP5YC33,Invesco,US Fund Small Growth,US Fund Small Growth
2025-01-31,3TV3I12VJ,ZZOUX,AMERICAN FUNDS,AMERICAN FUNDS Bond Fund A,A,Y,FCCS,BROKERAGE,BROKERAGE,ASSET ADVISOR,QP,S,N,1538597.87,-1538597.87,-1538597.87,5,N,Y,Y,FSUSA1CZS7,capital group,US Fund High Yield Bond,US Fund High Yield Bond
2026-01-31,QT3WVEDN9,OJDPX,BLACKROCK,BLACKROCK Blend Fund A,A,Y,WBS,ADVISORY,ADVISORY,ASSET ADVISOR,NON-RETIREMENT,P,N,515699.24,515699.24,515699.24,21,Y,Y,Y,FSINV1KDAD,BlackRock,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-02-28,TC89K8YQK,ZWCJX,LORD ABBETT,LORD ABBETT Bond Fund A,A,Y,PCG,BROKERAGE,BROKERAGE,ASSET ADVISOR,IRA,S,N,3118134.15,-3118134.15,-3118134.15,13,Y,Y,Y,FSC2646842,Lord Abbett,US Fund High Yield Bond,US Fund High Yield Bond
2025-10-31,E3TV1ES53,NHEYX,BLACKROCK,BLACKROCK Blend Fund INST,INST,Y,PCG,ADVISORY,ADVISORY,FC/QC,SIM,S,N,176645.61,-176645.61,-176645.61,28,Y,N,Y,FSUSA4B2GI,BlackRock,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-04-30,V1V93KMKZ,DBBHX,PIMCO,PIMCO Allocation Fund A,A,Y,FINET,BROKERAGE,BROKERAGE,FUNDSOURCE,QP,P,N,466806.01,466806.01,466806.01,40,Y,N,Y,FSC3796172,PIMCO,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-11-30,BSWRPBJEK,WMAQX,JPMORGAN,JPMORGAN Growth Fund INV,INV,Y,PCG,ADVISORY,ADVISORY,FUNDSOURCE,SEP,S,Y,744407.03,-744407.03,-744407.03,13,Y,Y,Y,FSINVVT0VG,JPMorgan,US Fund Large Growth,US Fund Large Growth
2025-04-30,V1V93KMKZ,DBBHX,PIMCO,PIMCO Allocation Fund A,A,Y,WBS,BROKERAGE,BROKERAGE,FC/QC,QP,P,Y,2363462.8,2363462.8,2363462.8,3,Y,N,Y,FSC3796172,PIMCO,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-03-31,QE3RZSJ49,GOJXX,BLACKROCK,BLACKROCK Allocation Fund INST,INST,Y,FCCS,BROKERAGE,BROKERAGE,PIM,SEP,P,N,3637428.23,3637428.23,3637428.23,18,Y,N,Y,FSCAPJJ3ZW,BlackRock,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-03-31,YYO4UDOJE,JTGJX,BLACKROCK,BLACKROCK Bond Fund INST,INST,Y,WFAS,BROKERAGE,BROKERAGE,PIM,QP,S,N,4262897.5,-4262897.5,-4262897.5,31,Y,N,Y,FSCAPSG2R8,BlackRock,US Fund Short-Term Bond,US Fund Short-Term Bond
2026-01-31,1KERPETIU,RJKTX,VANGUARD,VANGUARD Bond Fund A,A,Y,PCG,ADVISORY,ADVISORY,ASSET ADVISOR,SIM,S,N,4368185.74,-4368185.74,-4368185.74,3,Y,Y,Y,FSINVZ17YR,Vanguard,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-01-31,U6N7HV3IZ,HRUUX,JPMORGAN,JPMORGAN Value Fund S,S,N,WBS,ADVISORY,ADVISORY,PERSONALIZED UMA,NON-RETIREMENT,P,N,2959793.4,2959793.4,2959793.4,19,Y,Y,Y,FSUSAS5BKX,JPMorgan,US Fund Large Value,US Fund Large Value
2025-09-30,S0R2SDS8B,UWNLX,AMERICAN FUNDS,AMERICAN FUNDS Bond Fund INST,INST,Y,PCG,BROKERAGE,BROKERAGE,BROKERAGE,SIM,S,N,2148782.57,-2148782.57,-2148782.57,30,Y,N,Y,FSC0723107,capital group,US Fund High Yield Bond,US Fund High Yield Bond
2025-10-31,EAL2W37D4,GPNKX,FIDELITY,FIDELITY Blend Fund C,C,Y,PCG,BROKERAGE,BROKERAGE,FUNDSOURCE,QP,P,N,4231473.52,4231473.52,4231473.52,46,Y,Y,Y,FSUSAVKKPF,Fidelity,US Fund Large Blend,US Fund Large Blend
2026-02-28,ST0SX5WVF,ESQXX,CAPITAL GROUP,CAPITAL GROUP Bond Fund INST,INST,Y,PCG,BROKERAGE,BROKERAGE,FC/QC,IRA,P,N,2160959.52,2160959.52,2160959.52,25,Y,Y,Y,FSINV6Z5AS,capital group,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-04-30,6VXDP5GJL,LIWHX,FIDELITY,FIDELITY Bond Fund INST,INST,Y,FINET,BROKERAGE,BROKERAGE,FC/QC,QP,P,N,1037832.12,1037832.12,1037832.12,2,Y,N,Y,FSINVQUXZJ,Fidelity,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-11-30,4FMYZYCWT,GMHYX,DWS FUNDS,DWS FUNDS Bond Fund A,A,Y,FCCS,ADVISORY,ADVISORY,PERSONALIZED UMA,SEP,P,N,2045099.3,2045099.3,2045099.3,9,Y,N,Y,FSCAPZUVDG,DWS,US Fund High Yield Bond,US Fund High Yield Bond
2026-01-31,R7KO64T02,XMHMX,FRANKLIN TEMPLETON,FRANKLIN TEMPLETON Blend Fund C,C,Y,PCG,ADVISORY,ADVISORY,PIM,SIM,P,N,360968.91,360968.91,360968.91,3,Y,Y,N,FSC8379085,Franklin Templeton,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-09-30,8J5ECRUYF,VYCGX,INVESCO,INVESCO Bond Fund INST,INST,N,WFAS,BROKERAGE,BROKERAGE,MASTERS,QP,P,N,3528773.96,3528773.96,3528773.96,5,Y,N,Y,FSINV30AHC,Invesco,US Fund High Yield Bond,US Fund High Yield Bond
2025-10-31,QE3RZSJ49,GOJXX,BLACKROCK,BLACKROCK Allocation Fund INST,INST,Y,FINET,BROKERAGE,BROKERAGE,FUNDSOURCE,SEP,P,N,3743400.83,3743400.83,3743400.83,15,Y,N,Y,FSCAPJJ3ZW,BlackRock,US Fund Moderate Allocation,US Fund Moderate Allocation
2026-02-28,0CVS4F8CG,PRGDX,T ROWE PRICE,T ROWE PRICE Bond Fund C,C,Y,PCG,BROKERAGE,BROKERAGE,FUNDSOURCE,IRA,S,N,2196655.1,-2196655.1,-2196655.1,42,Y,N,Y,FSINV5AYKJ,T. Rowe Price,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-08-31,QTL3Q4N89,MHJNX,MFS,MFS Blend Fund A,A,Y,PCG,BROKERAGE,BROKERAGE,FC/QC,NON-RETIREMENT,P,N,1880551.18,1880551.18,1880551.18,13,Y,Y,Y,FSCAPO8FAQ,MFS,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-04-30,QE3RZSJ49,GOJXX,BLACKROCK,BLACKROCK Allocation Fund INST,INST,Y,FINET,ADVISORY,ADVISORY,FUNDSOURCE,NON-RETIREMENT,S,N,1291195.79,-1291195.79,-1291195.79,5,Y,Y,Y,FSCAPJJ3ZW,BlackRock,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-11-30,1M8XFDJGF,TBYQX,PIMCO,PIMCO Growth Fund A,A,Y,WBS,BROKERAGE,BROKERAGE,FUNDSOURCE,IRA,P,N,2384150.56,2384150.56,2384150.56,20,Y,Y,Y,FSCAPS2MJ6,PIMCO,US Fund Small Growth,US Fund Small Growth
2025-03-31,1KERPETIU,RJKTX,VANGUARD,VANGUARD Bond Fund A,A,Y,WBS,BROKERAGE,BROKERAGE,PIM,IRA,S,N,4451015.85,-4451015.85,-4451015.85,36,Y,Y,N,FSINVZ17YR,Vanguard,US Fund Short-Term Bond,US Fund Short-Term Bond
2026-01-31,BPLJD84U8,ZRHBX,PIMCO,PIMCO Blend Fund A,A,Y,PCG,ADVISORY,ADVISORY,FUNDSOURCE,SEP,P,N,3867029.56,3867029.56,3867029.56,46,Y,Y,N,FSCAPPXIH2,PIMCO,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-12-31,8LPQW2VMC,MAJHX,T ROWE PRICE,T ROWE PRICE Estate Fund S,S,Y,WFAS,ADVISORY,ADVISORY,FUNDSOURCE,SIM,P,N,1269122.69,1269122.69,1269122.69,27,Y,Y,Y,FSINVOVNZB,T. Rowe Price,US Fund Real Estate,US Fund Real Estate
2025-01-31,FB9W1Q5UZ,JKDRX,VANGUARD,VANGUARD Growth Fund A,A,Y,WBS,ADVISORY,ADVISORY,PIM,NON-RETIREMENT,S,N,2400352.34,-2400352.34,-2400352.34,5,Y,Y,Y,FSCAP3Y8BT,Vanguard,US Fund Large Growth,US Fund Large Growth
2025-01-31,RPN6QFGSX,QXUMX,LORD ABBETT,LORD ABBETT Estate Fund A,A,Y,WBS,BROKERAGE,BROKERAGE,MASTERS,IRA,S,Y,291415.14,-291415.14,-291415.14,24,Y,N,Y,FSINVN2N0F,Lord Abbett,US Fund Real Estate,US Fund Real Estate
2025-12-31,3KKV9RFTM,OOLIX,FRANKLIN TEMPLETON,FRANKLIN TEMPLETON Growth Fund INST,INST,Y,FINET,BROKERAGE,BROKERAGE,FC/QC,SEP,P,N,1221208.73,1221208.73,1221208.73,12,Y,N,Y,FSUSA9SEXI,Franklin Templeton,US Fund Small Growth,US Fund Small Growth
2025-07-31,17MGFXC08,CNJLX,NUVEEN,NUVEEN Blend Fund INV,INV,Y,PCG,BROKERAGE,BROKERAGE,BROKERAGE,SEP,S,N,3156673.47,-3156673.47,-3156673.47,37,Y,Y,Y,FSUSALNO19,Nuveen,US Fund Small Blend,US Fund Small Blend
2025-10-31,WOCLYT8W5,MOQGX,T ROWE PRICE,T ROWE PRICE Blend Fund INST,INST,N,FINET,ADVISORY,ADVISORY,FC/QC,SEP,S,N,3328541.43,-3328541.43,-3328541.43,6,Y,Y,Y,FSINVVY2S9,T. Rowe Price,US Fund Large Blend,US Fund Large Blend
2025-12-31,QVNB4GH2M,WSHAX,NUVEEN,NUVEEN Growth Fund S,S,Y,PCG,ADVISORY,ADVISORY,MASTERS,SIM,S,N,3937883.35,-3937883.35,-3937883.35,6,Y,N,Y,FSCAPUT3V8,Nuveen,US Fund Small Growth,US Fund Small Growth
2025-11-30,QTL3Q4N89,MHJNX,MFS,MFS Blend Fund A,A,Y,FINET,ADVISORY,ADVISORY,FC/QC,QP,P,N,3602875.74,3602875.74,3602875.74,46,Y,N,Y,FSCAPO8FAQ,MFS,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-07-31,3TV3I12VJ,ZZOUX,AMERICAN FUNDS,AMERICAN FUNDS Bond Fund A,A,Y,FINET,ADVISORY,ADVISORY,MASTERS,NON-RETIREMENT,P,N,3002194.28,3002194.28,3002194.28,45,Y,N,Y,FSUSA1CZS7,capital group,US Fund High Yield Bond,US Fund High Yield Bond
2025-08-31,6VXDP5GJL,LIWHX,FIDELITY,FIDELITY Bond Fund INST,INST,Y,WBS,ADVISORY,ADVISORY,FUNDSOURCE,QP,P,Y,1429220.33,1429220.33,1429220.33,12,Y,Y,Y,FSINVQUXZJ,Fidelity,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-04-30,MO5BXXC02,CENDX,FRANKLIN TEMPLETON,FRANKLIN TEMPLETON Value Fund INST,INST,Y,PCG,ADVISORY,ADVISORY,FUNDSOURCE,NON-RETIREMENT,S,N,2659904.65,-2659904.65,-2659904.65,6,Y,N,Y,FSINV8HE3N,Franklin Templeton,US Fund Large Value,US Fund Large Value
2025-05-31,WJCKJLTEI,SSBKX,FIRST EAGLE,FIRST EAGLE Blend Fund C,C,Y,PCG,ADVISORY,ADVISORY,MASTERS,SEP,P,N,4323787.64,4323787.64,4323787.64,48,Y,Y,Y,FSC7422675,First Eagle,US Fund Small Blend,US Fund Small Blend
2025-08-31,2EK3ZEZQA,CGVOX,JPMORGAN,JPMORGAN Allocation Fund A,A,Y,FINET,ADVISORY,ADVISORY,FC/QC,SIM,S,N,4191594.37,-4191594.37,-4191594.37,32,Y,Y,Y,FSUSAD1XUN,JPMorgan,US Fund Moderate Allocation,US Fund Moderate Allocation
2026-03-31,RPN6QFGSX,QXUMX,LORD ABBETT,LORD ABBETT Estate Fund A,A,N,WBS,ADVISORY,ADVISORY,FUNDSOURCE,SEP,P,N,2527659.91,2527659.91,2527659.91,27,Y,Y,Y,FSINVN2N0F,Lord Abbett,US Fund Real Estate,US Fund Real Estate
2025-10-31,RPN6QFGSX,QXUMX,LORD ABBETT,LORD ABBETT Estate Fund A,A,Y,PCG,ADVISORY,ADVISORY,PIM,SEP,S,N,3879213.09,-3879213.09,-3879213.09,40,Y,Y,Y,FSINVN2N0F,Lord Abbett,US Fund Real Estate,US Fund Real Estate
2026-03-31,4874FRHOC,JZGUX,INVESCO,INVESCO Bond Fund C,C,Y,WFAS,ADVISORY,ADVISORY,ASSET ADVISOR,SIM,P,N,4989796.58,4989796.58,4989796.58,49,Y,Y,Y,FSUSAFVJ1Z,Invesco,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-10-31,ZW9XA3KX7,DDCOX,CAPITAL GROUP,CAPITAL GROUP Blend Fund A,A,N,WFAS,ADVISORY,ADVISORY,BROKERAGE,IRA,P,N,2662701.14,2662701.14,2662701.14,35,Y,Y,Y,FSCAPVVD5U,capital group,US Fund Small Blend,US Fund Small Blend
2025-03-31,BPLJD84U8,ZRHBX,PIMCO,PIMCO Blend Fund A,A,Y,PCG,BROKERAGE,BROKERAGE,PIM,QP,S,N,4910156.99,-4910156.99,-4910156.99,16,N,N,N,FSCAPPXIH2,PIMCO,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
