EOM_DT,MF_NM,MF_CLASS,ASSET_CLASS,CHANNEL,ACCT_TYP,PROGRAM,LEGACY_PROGRAM,RET_ACCT_TYPE,POS_MKT_VAL,POSITION_COUNT,Is_it_a_MF,Rec,ACL,Fund_ID,Brand,Mstar_Cat,US_cat
2025-01-31,INVESCO Bond Fund A,A,Money Market Fund,WFAS,ADVISORY,ADVISORY,PERSONALIZED UMA,SIM,35784393.67,70,N,N,N,FSCAPRK315,Invesco,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-09-30,T ROWE PRICE Blend Fund A,A,Bond Fund,FINET,BROKERAGE,BROKERAGE,BROKERAGE,NON-RETIREMENT,265356511.86,228,Y,Y,Y,FSUSA99GZA,T. Rowe Price,US Fund Small Blend,US Fund Small Blend
2025-10-31,JPMORGAN Allocation Fund A,A,Alternative Fund,PCG,BROKERAGE,BROKERAGE,BROKERAGE,NON-RETIREMENT,208851967.9,194,Y,Y,Y,FSUSAD1XUN,JPMorgan,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-05-31,FIRST EAGLE Blend Fund C,C,Bond Fund,WBS,BROKERAGE,BROKERAGE,FC/QC,SEP,170834752.16,451,Y,Y,Y,FSC7422675,First Eagle,US Fund Small Blend,US Fund Small Blend
2026-02-28,BLACKROCK Blend Fund INST,INST,Alternative Fund,WFAS,ADVISORY,ADVISORY,PIM,IRA,347207295.35,159,Y,Y,Y,FSUSA4B2GI,BlackRock,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-08-31,VANGUARD Bond Fund A,A,Balanced Fund,WFAS,BROKERAGE,BROKERAGE,CUSTOMCHOICE,SEP,69790989.94,215,Y,N,Y,FSC4693666,Vanguard,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-12-31,DWS FUNDS Bond Fund A,A,Equity Fund,WBS,ADVISORY,ADVISORY,ASSET ADVISOR,IRA,157371427.94,222,Y,Y,Y,FSUSA4DZT8,DWS,US Fund Multisector Bond,US Fund Multisector Bond
2025-02-28,BLACKROCK Bond Fund INST,INST,Alternative Fund,WBS,ADVISORY,ADVISORY,FC/QC,SIM,496593775.16,333,Y,Y,Y,FSCAPSG2R8,BlackRock,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-01-31,NUVEEN Estate Fund A,A,International Equity Fund,WBS,BROKERAGE,BROKERAGE,FUNDSOURCE,IRA,429747539.0,115,Y,Y,Y,FSCAP9SFEF,Nuveen,US Fund Real Estate,US Fund Real Estate
2025-06-30,MFS Blend Fund A,A,Bond Fund,WBS,ADVISORY,ADVISORY,MASTERS,SEP,188442335.84,353,Y,Y,Y,FSCAPO8FAQ,MFS,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-04-30,VANGUARD Growth Fund A,A,Balanced Fund,WFAS,ADVISORY,ADVISORY,CUSTOMCHOICE,SEP,384664917.86,232,Y,Y,N,FSCAP3Y8BT,Vanguard,US Fund Large Growth,US Fund Large Growth
2025-12-31,BLACKROCK Bond Fund INST,INST,Alternative Fund,WBS,ADVISORY,ADVISORY,CUSTOMCHOICE,SIM,96229613.75,279,Y,Y,N,FSC6963457,BlackRock,US Fund High Yield Bond,US Fund High Yield Bond
2025-11-30,BLACKROCK Value Fund C,C,Money Market Fund,WFAS,BROKERAGE,BROKERAGE,ASSET ADVISOR,SIM,55095343.58,269,Y,Y,Y,FSINVW6LMH,BlackRock,US Fund Large Value,US Fund Large Value
2026-03-31,MFS Bond Fund C,C,Money Market Fund,WBS,BROKERAGE,BROKERAGE,MASTERS,SIM,209012425.11,413,Y,N,Y,FSUSAR848N,MFS,US Fund Multisector Bond,US Fund Multisector Bond
2025-01-31,INVESCO Bond Fund A,A,Alternative Fund,WBS,ADVISORY,ADVISORY,MASTERS,SIM,280155177.27,228,Y,Y,Y,FSC9366170,Invesco,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-10-31,CAPITAL GROUP Blend Fund A,A,Equity Fund,PCG,BROKERAGE,BROKERAGE,CUSTOMCHOICE,NON-RETIREMENT,361965810.02,488,Y,N,Y,FSCAPVVD5U,capital group,US Fund Small Blend,US Fund Small Blend
2026-03-31,FRANKLIN TEMPLETON Blend Fund C,C,International Equity Fund,PCG,BROKERAGE,BROKERAGE,BROKERAGE,SIM,92755628.1,124,Y,Y,Y,FSC8379085,Franklin Templeton,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-06-30,JPMORGAN Allocation Fund A,A,Equity Fund,PCG,ADVISORY,ADVISORY,CUSTOMCHOICE,SEP,269409177.42,272,Y,N,Y,FSUSAD1XUN,JPMorgan,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-01-31,VANGUARD Growth Fund A,A,Bond Fund,PCG,BROKERAGE,BROKERAGE,BROKERAGE,NON-RETIREMENT,452294240.28,82,Y,Y,Y,FSCAP853QJ,Vanguard,US Fund Large Growth,US Fund Large Growth
2026-02-28,CAPITAL GROUP Growth Fund A,A,Money Market Fund,PCG,BROKERAGE,BROKERAGE,FC/QC,SEP,221542267.65,219,Y,Y,Y,FSINV8R1QP,capital group,US Fund Small Growth,US Fund Small Growth
2025-02-28,FIDELITY Bond Fund A,A,Balanced Fund,FINET,ADVISORY,ADVISORY,BROKERAGE,QP,208942245.6,436,Y,N,Y,FSUSAP0XJP,Fidelity,US Fund Multisector Bond,US Fund Multisector Bond
2025-11-30,FRANKLIN TEMPLETON Growth Fund INST,INST,Equity Fund,WBS,ADVISORY,ADVISORY,CUSTOMCHOICE,NON-RETIREMENT,10191344.07,88,Y,Y,Y,FSUSA9SEXI,Franklin Templeton,US Fund Small Growth,US Fund Small Growth
2026-01-31,JPMORGAN Allocation Fund INST,INST,Money Market Fund,PCG,BROKERAGE,BROKERAGE,FUNDSOURCE,SIM,104708124.6,204,Y,Y,Y,FSCAPZ4DKB,JPMorgan,US Fund Tactical Allocation,US Fund Tactical Allocation
2025-01-31,DWS FUNDS Blend Fund INV,INV,Money Market Fund,PCG,ADVISORY,ADVISORY,CUSTOMCHOICE,QP,384755402.42,121,Y,N,Y,FSINVF3PFW,DWS,US Fund Large Blend,US Fund Large Blend
2025-01-31,BLACKROCK Value Fund C,C,Alternative Fund,WFAS,ADVISORY,ADVISORY,PERSONALIZED UMA,SEP,285503046.64,324,Y,N,Y,FSINVHB0YI,BlackRock,US Fund Large Value,US Fund Large Value
2026-02-28,CAPITAL GROUP Growth Fund A,A,Equity Fund,PCG,BROKERAGE,BROKERAGE,BROKERAGE,IRA,194125179.19,121,Y,Y,N,FSINVHRONH,capital group,US Fund Large Growth,US Fund Large Growth
2025-09-30,PIMCO Blend Fund A,A,Balanced Fund,WFAS,ADVISORY,ADVISORY,ASSET ADVISOR,SEP,375077704.7,274,Y,Y,N,FSINVNDQ6K,PIMCO,US Fund Small Blend,US Fund Small Blend
2025-03-31,AMERICAN FUNDS Bond Fund INST,INST,Equity Fund,WBS,ADVISORY,ADVISORY,ASSET ADVISOR,IRA,255749484.59,270,Y,Y,Y,FSC0723107,capital group,US Fund High Yield Bond,US Fund High Yield Bond
2025-12-31,INVESCO Bond Fund A,A,Equity Fund,FINET,ADVISORY,ADVISORY,CUSTOMCHOICE,SIM,445510539.57,152,Y,Y,Y,FSCAPRK315,Invesco,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-10-31,PIMCO Blend Fund A,A,Alternative Fund,PCG,BROKERAGE,BROKERAGE,ASSET ADVISOR,SIM,445609431.72,69,Y,Y,N,FSCAPPXIH2,PIMCO,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-07-31,INVESCO Bond Fund A,A,Balanced Fund,WBS,BROKERAGE,BROKERAGE,PIM,SIM,436826508.12,114,Y,Y,Y,FSCAPRK315,Invesco,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-01-31,BLACKROCK Bond Fund INST,INST,Balanced Fund,WFAS,BROKERAGE,BROKERAGE,CUSTOMCHOICE,NON-RETIREMENT,387104724.86,293,Y,Y,Y,FSCAPSG2R8,BlackRock,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-08-31,INVESCO Growth Fund C,C,Equity Fund,PCG,ADVISORY,ADVISORY,PERSONALIZED UMA,NON-RETIREMENT,308291640.74,192,Y,Y,Y,FSCAP5YC33,Invesco,US Fund Small Growth,US Fund Small Growth
2025-11-30,BLACKROCK Bond Fund INST,INST,Money Market Fund,PCG,BROKERAGE,BROKERAGE,FC/QC,SIM,47188246.78,277,Y,N,Y,FSCAPSG2R8,BlackRock,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-08-31,NUVEEN Value Fund INV,INV,International Equity Fund,PCG,BROKERAGE,BROKERAGE,PIM,SEP,127771070.89,415,Y,Y,Y,FSC8073988,Nuveen,US Fund Large Value,US Fund Large Value
2025-12-31,INVESCO Allocation Fund S,S,International Equity Fund,FINET,ADVISORY,ADVISORY,CUSTOMCHOICE,NON-RETIREMENT,2942982.79,401,Y,N,N,FSINV12SDD,Invesco,US Fund Tactical Allocation,US Fund Tactical Allocation
2025-06-30,INVESCO Bond Fund C,C,International Equity Fund,PCG,BROKERAGE,BROKERAGE,PIM,NON-RETIREMENT,55375797.04,226,Y,Y,Y,FSUSAFVJ1Z,Invesco,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-07-31,FIRST EAGLE Estate Fund INST,INST,Equity Fund,PCG,BROKERAGE,BROKERAGE,PIM,IRA,238639378.12,117,N,Y,Y,FSUSAS7SPG,First Eagle,US Fund Real Estate,US Fund Real Estate
2025-02-28,JPMORGAN Allocation Fund INST,INST,Bond Fund,FINET,ADVISORY,ADVISORY,BROKERAGE,NON-RETIREMENT,409176957.68,353,Y,Y,Y,FSCAPZ4DKB,JPMorgan,US Fund Tactical Allocation,US Fund Tactical Allocation
2025-08-31,FIRST EAGLE Blend Fund C,C,Bond Fund,PCG,ADVISORY,ADVISORY,FUNDSOURCE,QP,115215385.42,492,Y,Y,N,FSC7422675,First Eagle,US Fund Small Blend,US Fund Small Blend
2025-08-31,PIMCO Allocation Fund A,A,Bond Fund,PCG,BROKERAGE,BROKERAGE,MASTERS,NON-RETIREMENT,421496220.91,288,Y,N,Y,FSC3796172,PIMCO,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-01-31,CAPITAL GROUP Growth Fund A,A,Equity Fund,FINET,ADVISORY,ADVISORY,MASTERS,QP,205761774.79,126,Y,Y,Y,FSINVHRONH,capital group,US Fund Large Growth,US Fund Large Growth
2026-01-31,VANGUARD Bond Fund INV,INV,Balanced Fund,WFAS,ADVISORY,ADVISORY,PERSONALIZED UMA,IRA,167323226.86,15,Y,Y,Y,FSUSAF3MVF,Vanguard,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-08-31,NUVEEN Growth Fund S,S,International Equity Fund,PCG,ADVISORY,ADVISORY,BROKERAGE,SIM,126604711.8,132,Y,Y,Y,FSCAPUT3V8,Nuveen,US Fund Small Growth,US Fund Small Growth
2025-08-31,INVESCO Bond Fund C,C,Alternative Fund,WFAS,ADVISORY,ADVISORY,BROKERAGE,IRA,100244628.77,132,Y,Y,N,FSUSAFVJ1Z,Invesco,US Fund Short-Term Bond,US Fund Short-Term Bond
2026-03-31,JPMORGAN Growth Fund INV,INV,Alternative Fund,PCG,BROKERAGE,BROKERAGE,PERSONALIZED UMA,NON-RETIREMENT,239457472.71,400,Y,Y,Y,FSINVVT0VG,JPMorgan,US Fund Large Growth,US Fund Large Growth
2025-08-31,VANGUARD Growth Fund A,A,Alternative Fund,PCG,ADVISORY,ADVISORY,BROKERAGE,SEP,425608106.05,408,Y,Y,Y,FSCAP853QJ,Vanguard,US Fund Large Growth,US Fund Large Growth
2025-09-30,PIMCO Bond Fund S,S,International Equity Fund,WBS,ADVISORY,ADVISORY,FUNDSOURCE,QP,319721903.43,183,Y,Y,Y,FSCAP7M9HW,PIMCO,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-11-30,CAPITAL GROUP Bond Fund INST,INST,International Equity Fund,PCG,ADVISORY,ADVISORY,FUNDSOURCE,SEP,58527504.18,10,Y,Y,Y,FSCAPU9MJ4,capital group,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-08-31,CAPITAL GROUP Bond Fund INST,INST,Money Market Fund,FINET,ADVISORY,ADVISORY,FC/QC,QP,144870060.86,287,Y,Y,Y,FSINV6Z5AS,capital group,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-04-30,VANGUARD Bond Fund A,A,Money Market Fund,WBS,ADVISORY,ADVISORY,PIM,NON-RETIREMENT,130849335.86,332,Y,Y,Y,FSINVZ17YR,Vanguard,US Fund Short-Term Bond,US Fund Short-Term Bond
2026-03-31,DWS FUNDS Blend Fund INV,INV,International Equity Fund,FINET,ADVISORY,ADVISORY,FUNDSOURCE,QP,110145781.66,108,N,N,Y,FSINVF3PFW,DWS,US Fund Large Blend,US Fund Large Blend
2025-06-30,JPMORGAN Allocation Fund INST,INST,Money Market Fund,FINET,ADVISORY,ADVISORY,BROKERAGE,QP,326749025.56,178,Y,Y,Y,FSCAPZ4DKB,JPMorgan,US Fund Tactical Allocation,US Fund Tactical Allocation
2026-03-31,INVESCO Blend Fund A,A,Equity Fund,FINET,ADVISORY,ADVISORY,ASSET ADVISOR,IRA,127016729.91,415,Y,N,Y,FSINVZILDX,Invesco,US Fund Large Blend,US Fund Large Blend
2025-05-31,JPMORGAN Bond Fund A,A,Alternative Fund,PCG,BROKERAGE,BROKERAGE,PERSONALIZED UMA,SIM,18518627.57,390,Y,Y,Y,FSCAP0TE0V,JPMorgan,US Fund Multisector Bond,US Fund Multisector Bond
2025-08-31,INVESCO Bond Fund A,A,Balanced Fund,FINET,ADVISORY,ADVISORY,FC/QC,SEP,287503321.52,485,Y,Y,Y,FSCAPRK315,Invesco,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-11-30,LORD ABBETT Blend Fund INST,INST,Equity Fund,FINET,ADVISORY,ADVISORY,PIM,SIM,102836695.48,460,Y,N,Y,FSINVDZ4HR,Lord Abbett,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2026-03-31,CAPITAL GROUP Blend Fund A,A,Equity Fund,WFAS,ADVISORY,ADVISORY,MASTERS,IRA,352895549.96,255,N,Y,Y,FSCAPVVD5U,capital group,US Fund Small Blend,US Fund Small Blend
2026-03-31,JPMORGAN Growth Fund INV,INV,Alternative Fund,WBS,ADVISORY,ADVISORY,CUSTOMCHOICE,IRA,448926433.24,258,Y,Y,Y,FSINVVT0VG,JPMorgan,US Fund Large Growth,US Fund Large Growth
2025-11-30,FRANKLIN TEMPLETON Value Fund INST,INST,International Equity Fund,WFAS,BROKERAGE,BROKERAGE,ASSET ADVISOR,SIM,160171328.58,237,Y,Y,Y,FSINV8HE3N,Franklin Templeton,US Fund Large Value,US Fund Large Value
2025-02-28,FRANKLIN TEMPLETON Value Fund INST,INST,Balanced Fund,WBS,ADVISORY,ADVISORY,PERSONALIZED UMA,QP,458603605.82,215,Y,N,N,FSINV8HE3N,Franklin Templeton,US Fund Large Value,US Fund Large Value
2025-06-30,DWS FUNDS Blend Fund INV,INV,International Equity Fund,FINET,BROKERAGE,BROKERAGE,ASSET ADVISOR,QP,484401076.72,431,Y,N,Y,FSINVF3PFW,DWS,US Fund Large Blend,US Fund Large Blend
2026-01-31,MFS Blend Fund A,A,International Equity Fund,FINET,ADVISORY,ADVISORY,PIM,NON-RETIREMENT,129164409.32,490,Y,Y,N,FSCAPO8FAQ,MFS,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-11-30,MFS Blend Fund A,A,Alternative Fund,PCG,ADVISORY,ADVISORY,PIM,QP,389204493.82,449,Y,Y,Y,FSCAPUR81B,MFS,US Fund Small Blend,US Fund Small Blend
2025-04-30,JPMORGAN Growth Fund INV,INV,Equity Fund,WBS,ADVISORY,ADVISORY,PIM,SEP,282764443.6,498,Y,Y,Y,FSINVVT0VG,JPMorgan,US Fund Large Growth,US Fund Large Growth
2026-02-28,FIDELITY Blend Fund A,A,Equity Fund,WBS,ADVISORY,ADVISORY,MASTERS,SEP,1183157.25,31,Y,Y,Y,FSUSA4BHGL,Fidelity,US Fund Small Blend,US Fund Small Blend
2025-07-31,AMERICAN FUNDS Bond Fund A,A,Equity Fund,PCG,ADVISORY,ADVISORY,BROKERAGE,SIM,156208673.38,398,Y,N,Y,FSUSA1CZS7,capital group,US Fund High Yield Bond,US Fund High Yield Bond
2025-10-31,FIRST EAGLE Estate Fund INST,INST,Bond Fund,FINET,ADVISORY,ADVISORY,PIM,SEP,76976709.19,474,Y,Y,N,FSUSAS7SPG,First Eagle,US Fund Real Estate,US Fund Real Estate
2025-10-31,MFS Blend Fund A,A,Balanced Fund,WBS,BROKERAGE,BROKERAGE,ASSET ADVISOR,QP,240246262.77,100,Y,Y,N,FSCAPO8FAQ,MFS,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-05-31,LORD ABBETT Bond Fund A,A,International Equity Fund,WFAS,ADVISORY,ADVISORY,PERSONALIZED UMA,QP,351138093.92,482,Y,N,N,FSC2646842,Lord Abbett,US Fund High Yield Bond,US Fund High Yield Bond
2026-03-31,CAPITAL GROUP Bond Fund INST,INST,Alternative Fund,PCG,ADVISORY,ADVISORY,PIM,NON-RETIREMENT,486960730.11,382,Y,Y,Y,FSINV6Z5AS,capital group,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2026-01-31,CAPITAL GROUP Blend Fund INST,INST,Money Market Fund,WFAS,ADVISORY,ADVISORY,ASSET ADVISOR,QP,161940089.72,366,Y,N,Y,FSC7363842,capital group,US Fund Small Blend,US Fund Small Blend
2026-03-31,FRANKLIN TEMPLETON Growth Fund INST,INST,Equity Fund,PCG,ADVISORY,ADVISORY,CUSTOMCHOICE,SEP,188541469.88,407,Y,Y,Y,FSUSA9SEXI,Franklin Templeton,US Fund Small Growth,US Fund Small Growth
2025-07-31,CAPITAL GROUP Blend Fund A,A,Money Market Fund,WFAS,BROKERAGE,BROKERAGE,PIM,NON-RETIREMENT,240174394.53,1,Y,N,N,FSCAPVVD5U,capital group,US Fund Small Blend,US Fund Small Blend
2025-12-31,BLACKROCK Blend Fund INST,INST,Money Market Fund,WBS,BROKERAGE,BROKERAGE,FC/QC,NON-RETIREMENT,370657542.03,167,Y,N,Y,FSUSA4B2GI,BlackRock,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-12-31,FRANKLIN TEMPLETON Blend Fund C,C,International Equity Fund,WBS,ADVISORY,ADVISORY,BROKERAGE,SEP,105369079.35,281,Y,Y,Y,FSC8379085,Franklin Templeton,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-07-31,INVESCO Blend Fund A,A,Money Market Fund,WFAS,ADVISORY,ADVISORY,BROKERAGE,NON-RETIREMENT,369134372.46,160,Y,Y,Y,FSINVZILDX,Invesco,US Fund Large Blend,US Fund Large Blend
2025-10-31,PIMCO Allocation Fund A,A,Money Market Fund,WBS,ADVISORY,ADVISORY,MASTERS,SIM,63099035.92,215,Y,Y,N,FSC3796172,PIMCO,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-03-31,MFS Bond Fund C,C,Bond Fund,PCG,BROKERAGE,BROKERAGE,FC/QC,QP,10770180.7,356,Y,Y,Y,FSUSAR848N,MFS,US Fund Multisector Bond,US Fund Multisector Bond
2025-01-31,BLACKROCK Bond Fund INST,INST,Equity Fund,PCG,BROKERAGE,BROKERAGE,FUNDSOURCE,SEP,14804379.55,320,Y,Y,Y,FSCAPSG2R8,BlackRock,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-03-31,FIDELITY Bond Fund A,A,Alternative Fund,FINET,BROKERAGE,BROKERAGE,FC/QC,SIM,219554339.89,208,N,Y,Y,FSUSAP0XJP,Fidelity,US Fund Multisector Bond,US Fund Multisector Bond
2025-12-31,PIMCO Allocation Fund A,A,Alternative Fund,PCG,BROKERAGE,BROKERAGE,ASSET ADVISOR,SIM,488919496.67,143,Y,Y,Y,FSC3796172,PIMCO,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-12-31,JPMORGAN Allocation Fund A,A,International Equity Fund,PCG,ADVISORY,ADVISORY,BROKERAGE,SEP,277032564.3,35,Y,N,Y,FSUSAD1XUN,JPMorgan,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-08-31,JPMORGAN Bond Fund A,A,Money Market Fund,PCG,ADVISORY,ADVISORY,PERSONALIZED UMA,QP,378616141.66,468,Y,Y,Y,FSCAP0TE0V,JPMorgan,US Fund Multisector Bond,US Fund Multisector Bond
2025-03-31,AMERICAN FUNDS Bond Fund A,A,Equity Fund,PCG,ADVISORY,ADVISORY,PERSONALIZED UMA,IRA,496452007.39,179,Y,N,Y,FSUSA1CZS7,capital group,US Fund High Yield Bond,US Fund High Yield Bond
2025-10-31,FIRST EAGLE Estate Fund INST,INST,Money Market Fund,PCG,BROKERAGE,BROKERAGE,PERSONALIZED UMA,SEP,144682422.39,65,Y,Y,Y,FSUSAS7SPG,First Eagle,US Fund Real Estate,US Fund Real Estate
2026-02-28,CAPITAL GROUP Bond Fund INST,INST,International Equity Fund,FINET,BROKERAGE,BROKERAGE,FC/QC,NON-RETIREMENT,466392115.42,163,Y,Y,N,FSCAPU9MJ4,capital group,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-06-30,FRANKLIN TEMPLETON Estate Fund C,C,Alternative Fund,PCG,ADVISORY,ADVISORY,CUSTOMCHOICE,SEP,332772760.71,33,Y,Y,Y,FSC7392545,Franklin Templeton,US Fund Real Estate,US Fund Real Estate
2026-02-28,DWS FUNDS Bond Fund INST,INST,Balanced Fund,FINET,BROKERAGE,BROKERAGE,ASSET ADVISOR,QP,100418030.26,450,Y,Y,Y,FSCAPNRENH,DWS,US Fund High Yield Bond,US Fund High Yield Bond
2025-08-31,FRANKLIN TEMPLETON Blend Fund C,C,Balanced Fund,PCG,BROKERAGE,BROKERAGE,PIM,QP,323200532.87,343,Y,N,Y,FSC8379085,Franklin Templeton,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-02-28,FIRST EAGLE Estate Fund INST,INST,Equity Fund,PCG,ADVISORY,ADVISORY,FC/QC,SEP,341637420.71,40,Y,N,N,FSUSAS7SPG,First Eagle,US Fund Real Estate,US Fund Real Estate
2026-01-31,FIDELITY Blend Fund C,C,Bond Fund,PCG,ADVISORY,ADVISORY,CUSTOMCHOICE,SEP,451478665.67,397,Y,N,Y,FSUSAVKKPF,Fidelity,US Fund Large Blend,US Fund Large Blend
2025-02-28,VANGUARD Growth Fund A,A,Bond Fund,FINET,ADVISORY,ADVISORY,PERSONALIZED UMA,IRA,307731003.52,275,Y,N,Y,FSCAP853QJ,Vanguard,US Fund Large Growth,US Fund Large Growth
2025-04-30,DWS FUNDS Allocation Fund A,A,Balanced Fund,FINET,ADVISORY,ADVISORY,ASSET ADVISOR,NON-RETIREMENT,447126071.41,264,Y,N,Y,FSCAPPGOXS,DWS,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-12-31,INVESCO Growth Fund C,C,Balanced Fund,WFAS,ADVISORY,ADVISORY,BROKERAGE,SEP,426389209.28,466,N,Y,Y,FSCAP5YC33,Invesco,US Fund Small Growth,US Fund Small Growth
2025-04-30,DWS FUNDS Bond Fund A,A,Equity Fund,FINET,ADVISORY,ADVISORY,PIM,IRA,276455451.43,380,Y,N,Y,FSCAPZUVDG,DWS,US Fund High Yield Bond,US Fund High Yield Bond
2025-12-31,AMERICAN FUNDS Bond Fund INST,INST,International Equity Fund,WFAS,ADVISORY,ADVISORY,FC/QC,QP,295169960.53,325,Y,Y,Y,FSC0723107,capital group,US Fund High Yield Bond,US Fund High Yield Bond
2025-02-28,FRANKLIN TEMPLETON Value Fund INST,INST,Balanced Fund,WBS,ADVISORY,ADVISORY,FC/QC,IRA,444859681.45,492,Y,Y,N,FSINV8HE3N,Franklin Templeton,US Fund Large Value,US Fund Large Value
2026-03-31,FRANKLIN TEMPLETON Growth Fund INST,INST,Money Market Fund,WBS,ADVISORY,ADVISORY,MASTERS,NON-RETIREMENT,252884783.7,77,Y,N,Y,FSUSA9SEXI,Franklin Templeton,US Fund Small Growth,US Fund Small Growth
2026-02-28,DWS FUNDS Bond Fund C,C,Equity Fund,FINET,ADVISORY,ADVISORY,PERSONALIZED UMA,SEP,310965915.63,422,Y,N,Y,FSC8694117,DWS,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-10-31,LORD ABBETT Bond Fund A,A,Equity Fund,PCG,ADVISORY,ADVISORY,CUSTOMCHOICE,IRA,122383489.47,41,Y,Y,Y,FSC2646842,Lord Abbett,US Fund High Yield Bond,US Fund High Yield Bond
2025-11-30,INVESCO Bond Fund A,A,Equity Fund,FINET,ADVISORY,ADVISORY,FC/QC,SIM,177243699.43,436,Y,Y,Y,FSCAPRK315,Invesco,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-05-31,DWS FUNDS Bond Fund A,A,Equity Fund,FINET,BROKERAGE,BROKERAGE,MASTERS,NON-RETIREMENT,463562476.31,292,Y,Y,Y,FSCAPZUVDG,DWS,US Fund High Yield Bond,US Fund High Yield Bond
2025-05-31,VANGUARD Bond Fund INST,INST,Bond Fund,WBS,ADVISORY,ADVISORY,PIM,NON-RETIREMENT,397163687.85,67,Y,N,Y,FSC4848373,Vanguard,US Fund High Yield Bond,US Fund High Yield Bond
2025-05-31,PIMCO Blend Fund A,A,International Equity Fund,WFAS,BROKERAGE,BROKERAGE,PERSONALIZED UMA,SIM,127373839.55,470,Y,Y,Y,FSINVNDQ6K,PIMCO,US Fund Small Blend,US Fund Small Blend
2025-06-30,FRANKLIN TEMPLETON Bond Fund INST,INST,Balanced Fund,WFAS,BROKERAGE,BROKERAGE,PERSONALIZED UMA,SEP,160331414.51,204,Y,N,Y,FSC7967512,Franklin Templeton,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-04-30,JPMORGAN Allocation Fund A,A,Equity Fund,PCG,ADVISORY,ADVISORY,FUNDSOURCE,SEP,135684062.33,418,Y,N,Y,FSUSAD1XUN,JPMorgan,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-09-30,INVESCO Bond Fund A,A,International Equity Fund,WBS,ADVISORY,ADVISORY,ASSET ADVISOR,QP,86033711.02,222,Y,Y,Y,FSC9366170,Invesco,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-06-30,FRANKLIN TEMPLETON Blend Fund C,C,Bond Fund,WBS,BROKERAGE,BROKERAGE,PERSONALIZED UMA,SIM,344185274.84,72,Y,Y,Y,FSC8379085,Franklin Templeton,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-08-31,FRANKLIN TEMPLETON Blend Fund C,C,Equity Fund,WFAS,ADVISORY,ADVISORY,FUNDSOURCE,QP,369777990.79,361,Y,Y,Y,FSC8379085,Franklin Templeton,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2026-02-28,INVESCO Bond Fund A,A,Equity Fund,FINET,ADVISORY,ADVISORY,CUSTOMCHOICE,NON-RETIREMENT,447013810.25,10,Y,Y,Y,FSC9366170,Invesco,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-07-31,MFS Blend Fund A,A,Equity Fund,PCG,ADVISORY,ADVISORY,CUSTOMCHOICE,SIM,330287076.2,293,Y,Y,Y,FSCAPUR81B,MFS,US Fund Small Blend,US Fund Small Blend
2025-05-31,NUVEEN Growth Fund S,S,Alternative Fund,WFAS,ADVISORY,ADVISORY,MASTERS,NON-RETIREMENT,310661383.35,16,Y,Y,Y,FSCAPUT3V8,Nuveen,US Fund Small Growth,US Fund Small Growth
